Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Администратор,Linux - Chrome 97.0.4692.71,,,2022-04-04 12:40:08,2022-04-04 13:37:10,"57m - 2,480s",FAILED
,,,,,,,
Test Cases/Администратор/Школы,Linux - Chrome 97.0.4692.71,смоук тест вкладки школы ,,2022-04-04 12:40:09,2022-04-04 12:44:12,"4m - 2,620s",FAILED
"callTestCase(findTestCase(""Администратор/Авторизация""), [:], STOP_ON_FAILURE)",Linux - Chrome 97.0.4692.71,авторизация,,2022-04-04 12:40:13,2022-04-04 12:42:06,"1m - 53,027s",PASSED
"click(findTestObject(""Object Repository/admin/school/schools/schools""))",Linux - Chrome 97.0.4692.71,переход на вкладу школы,,2022-04-04 12:42:06,2022-04-04 12:42:36,"30,904s",PASSED
"takeFullPageScreenshot(""C:\scr\"" + school + ""43.jpg"")",Linux - Chrome 97.0.4692.71,,,2022-04-04 12:42:36,2022-04-04 12:42:42,"5,413s",PASSED
"click(findTestObject(""Object Repository/admin/school/Page_/div_""))",Linux - Chrome 97.0.4692.71,"выбор Академия ""Авангард"" и переход к расписанию школы
",,2022-04-04 12:42:42,2022-04-04 12:42:44,"2,402s",PASSED
"scrollToElement(findTestObject(""Object Repository/admin/school/Page_/players""), 0)",Linux - Chrome 97.0.4692.71,переход на вкладку игроков,,2022-04-04 12:42:44,2022-04-04 12:42:50,"6,158s",PASSED
"click(findTestObject(""Object Repository/admin/school/Page_/players""))",Linux - Chrome 97.0.4692.71,переход на вкладку игроков,,2022-04-04 12:42:50,2022-04-04 12:42:53,"2,145s",PASSED
"takeFullPageScreenshot(""C:\scr\"" + school + ""44.jpg"")",Linux - Chrome 97.0.4692.71,,,2022-04-04 12:42:53,2022-04-04 12:42:57,"4,815s",PASSED
"click(findTestObject(""Object Repository/admin/school/Page_/team""))",Linux - Chrome 97.0.4692.71,переход на вкладку команд,,2022-04-04 12:42:57,2022-04-04 12:43:30,"33,116s",PASSED
"takeFullPageScreenshot(""C:\scr\"" + school + ""45.jpg"")",Linux - Chrome 97.0.4692.71,,,2022-04-04 12:43:30,2022-04-04 12:43:36,"5,282s",PASSED
"click(findTestObject(""Object Repository/admin/school/Page_/omsk""))",Linux - Chrome 97.0.4692.71,"выбр команды ОМСКИЕ ЯСТРЕБЫ 
",,2022-04-04 12:43:36,2022-04-04 12:44:10,"34,012s",FAILED
,,,,,,,
Test Cases/Администратор/Тренеры,Linux - Chrome 97.0.4692.71,смоук + функциональный тест вкладки тренеров,,2022-04-04 12:44:12,2022-04-04 12:50:47,"6m - 34,869s",PASSED
"callTestCase(findTestCase(""Администратор/Авторизация""), [:], STOP_ON_FAILURE)",Linux - Chrome 97.0.4692.71,"авторизация
",,2022-04-04 12:44:12,2022-04-04 12:50:01,"5m - 48,689s",PASSED
"click(findTestObject(""Object Repository/admin/teachers/Page_/teach""))",Linux - Chrome 97.0.4692.71,"переход на вкладку тренеры
",,2022-04-04 12:50:01,2022-04-04 12:50:22,"20,629s",PASSED
"click(findTestObject(""Object Repository/admin/teachers/Page_/span_""))",Linux - Chrome 97.0.4692.71,"профиль тренера , Шастин Егор ",,2022-04-04 12:50:22,2022-04-04 12:50:24,"2,190s",PASSED
"verifyTextPresent(""ПРОФИЛЬ ПРЕПОДАВАТЕЛЯ"", false)",Linux - Chrome 97.0.4692.71,,,2022-04-04 12:50:24,2022-04-04 12:50:26,"1,806s",PASSED
"takeFullPageScreenshot(""C:\scr\"" + school + ""41.jpg"")",Linux - Chrome 97.0.4692.71,,,2022-04-04 12:50:26,2022-04-04 12:50:31,"5,692s",PASSED
"click(findTestObject(""Object Repository/admin/teachers/Page_/career""))",Linux - Chrome 97.0.4692.71,переход на вклдку карьера ,,2022-04-04 12:50:31,2022-04-04 12:50:33,"2,006s",PASSED
"verifyTextPresent(""КАРЬЕРА ТРЕНЕРА"", false)",Linux - Chrome 97.0.4692.71,,,2022-04-04 12:50:33,2022-04-04 12:50:35,"1,724s",PASSED
"takeFullPageScreenshot(""C:\scr\"" + school + ""42.jpg"")",Linux - Chrome 97.0.4692.71,,,2022-04-04 12:50:35,2022-04-04 12:50:40,"4,764s",PASSED
"click(findTestObject(""Object Repository/admin/teachers/Page_/button_""))",Linux - Chrome 97.0.4692.71,кнопка сохранить ( без редактирования) ,,2022-04-04 12:50:40,2022-04-04 12:50:42,"1,933s",PASSED
"verifyTextPresent(""Пользователь сохранен"", false)",Linux - Chrome 97.0.4692.71,,,2022-04-04 12:50:42,2022-04-04 12:50:44,"2,459s",PASSED
"click(findTestObject(""Object Repository/admin/teachers/Page_/root""))",Linux - Chrome 97.0.4692.71,переход на главную ,,2022-04-04 12:50:44,2022-04-04 12:50:46,"2,122s",PASSED
closeBrowser(),Linux - Chrome 97.0.4692.71,"конец теста
",,2022-04-04 12:50:46,2022-04-04 12:50:47,"0,559s",PASSED
,,,,,,,
Test Cases/Администратор/Рейтинг,Linux - Chrome 97.0.4692.71,смоук тест,,2022-04-04 12:50:47,2022-04-04 12:56:37,"5m - 49,719s",FAILED
"callTestCase(findTestCase(""Администратор/Авторизация""), [:], STOP_ON_FAILURE)",Linux - Chrome 97.0.4692.71,,,2022-04-04 12:50:47,2022-04-04 12:55:01,"4m - 14,152s",PASSED
"click(findTestObject(""Object Repository/admin/rating/grating""))",Linux - Chrome 97.0.4692.71,переход на вкладку рейтинг игроков,,2022-04-04 12:55:01,2022-04-04 12:55:23,"21,497s",PASSED
"takeFullPageScreenshot(""C:\scr\"" + school + ""34.jpg"")",Linux - Chrome 97.0.4692.71,,,2022-04-04 12:55:23,2022-04-04 12:55:29,"5,975s",PASSED
"click(findTestObject(""Object Repository/admin/Page_/shkool""))",Linux - Chrome 97.0.4692.71,выбор школы,,2022-04-04 12:55:29,2022-04-04 12:55:31,"2,026s",PASSED
"click(findTestObject(""Object Repository/admin/Page_/div_ (2)""))",Linux - Chrome 97.0.4692.71,,,2022-04-04 12:55:31,2022-04-04 12:55:33,"2,114s",PASSED
"click(findTestObject(""Object Repository/admin/Page_/team""))",Linux - Chrome 97.0.4692.71,выбор команды,,2022-04-04 12:55:33,2022-04-04 12:55:35,"2,309s",PASSED
"click(findTestObject(""Object Repository/admin/Page_/omsk""))",Linux - Chrome 97.0.4692.71,,,2022-04-04 12:55:35,2022-04-04 12:55:37,"2,095s",PASSED
"scrollToElement(findTestObject(""Object Repository/admin/Page_/top1""), 0)",Linux - Chrome 97.0.4692.71,выбор игрока (Давыдов Тимофей) ,,2022-04-04 12:55:37,2022-04-04 12:55:43,"5,290s",PASSED
